ID,Formation,Class,Order,Suborder,Alliance,Suball,Assoc,Subass,Facies,Working,SiteUnit
1247,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Oplohor-Mnium (rich seepage),SUBALL Tsughet-Thujpli-Oplohor (ICHvk zonals),ASSOC Thujpli-Tsughet-Oplohor-Athyfil,SUBASS CwHw-Oplohor-Athyfil(Brachyt),,,ICH mw 5 /111
1248,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Oplohor-Mnium (rich seepage),SUBALL Tsughet-Thujpli-Oplohor (ICHvk zonals),ASSOC Thujpli-Tsughet-Oplohor-Athyfil,SUBASS CwHw-Oplohor-Athyfil(Brachyt),,,ICH mw 5 /111.1
1253,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Oplohor-Mnium (rich seepage),SUBALL Tsughet-Thujpli-Oplohor (ICHvk zonals),ASSOC Thujpli-Tsughet-Oplohor-Athyfil,SUBASS CwHw-Oplohor-Athyfil(Brachyt),,,ICH mw 5 /111.2
1192,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Thujpli-Tsughet-Gymndry (moist/wet; vk, wk,wc",SUBALL Thujpli-Piceene-Gymndry,ASSOC Piceene(Tsughet)-Vaccmem-Gymndry,ASSOC Piceene(Tsughet)-Vaccmem-Gymndry,,,ICH mw 5 /112
1207,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Piceene-Equiset (wet Cool moist/wet),SUBALL Thujpli-Abielas-Lysiame,Ws10 ASSOC Thujpli-Piceene-Lysiame,Ws10 ASSOC Thujpli-Piceene-Lysiame,,,ICH mw 5 /113
,NewUnitstoPlace,,,,,,,,,,ICH mw 5 /Wb16
,NewUnitstoPlace,,,,,,,,,,ICH mw 5 /Ws07
,NewUnitstoPlace,,,,,,,,,,ICH mw 5 /Ws07.1
,NewUnitstoPlace,,,,,,,,,,ICH mw 5 /Ws07.2
,NewUnitstoPlace,,,,,,,,,,ICH mw 5 /Ws10
,NewUnitstoPlace,,,,,,,,,,ICH vc   /01
,NewUnitstoPlace,,,,,,,,,,ICH vc   /01.1
,NewUnitstoPlace,,,,,,,,,,ICH vc   /01.2
,NewUnitstoPlace,,,,,,,,,,ICH vc   /02
,NewUnitstoPlace,,,,,,,,,,ICH vc   /02.1
,NewUnitstoPlace,,,,,,,,,,ICH vc   /02.2
387,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Abielas-Picea-Oplohor (Low ESSF and cold lower),SUBALL Abielas-Picea-Oplohor-Athyfil,ASSOC Sxl-Oplohor-Drypexp-Mnium,ASSOC Sxl-Oplohor-Drypexp-Mnium,,,ICH vc   /03
386,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Abielas-Picea-Oplohor (Low ESSF and cold lower),SUBALL Abielas-Picea-Oplohor-Athyfil,ASSOC Sxl-Oplohor-Drypexp-Mnium,SUBASS Sx-Oplohor(Cornsto),,,ICH vc   /04
,NewUnitstoPlace,,,,,,,,,,ICH vc   /05
371,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Piceene-Equiset (wet all interior zones),SUBALL Sxw-Equiset-Gymndry(cooler/wetter),ASSOC SxlHw-Equiset-Gymndry (ICH-N),ASSOC SxlHw-Equiset-Gymndry (ICH-N),,,ICH vc   /06
,NewUnitstoPlace,,,,,,,,,,ICH vc   /07
1258,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Oplohor-Mnium (rich seepage),SUBALL Tsughet-Thujpli-Oplohor (ICHvk zonals),ASSOC Thujpli-Tsughet-Oplohor-Athyfil,SUBASS CwHw-Oplohor-Athyfil(Brachyt),,,ICH vk 1 /101
1199,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Tsughet-Vaccmem-Pleusch (dry poor),ALLIANCE Tsughet-Vaccmem-Pleusch (dry poor),ASSOC Tsughet-Pleusch-Racomit,SUBASS Hw-Pleusch-Racomit (typic),,,ICH vk 1 /102
1202,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Tsughet-Vaccmem-Pleusch (dry poor),ALLIANCE Tsughet-Vaccmem-Pleusch (dry poor),ASSOC Tsughet-Vaccmem-Rhytrob,ASSOC Tsughet-Vaccmem-Rhytrob,,,ICH vk 1 /103
1177,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Thujpli-Tsughet-Gymndry (moist/wet; vk, wk,wc",SUBALL Thujpli-Tsughet-Gymndry (wk zonals),"ASSOC Thujpli-Tsughet-Gymndry(ICHwk1,2 zonals)",SUBASS CwHw-Gymndry(Rhytrob),,,ICH vk 1 /104
384,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Abielas-Picea-Oplohor (Low ESSF and cold lower),SUBALL Abielas-Picea-Oplohor-Athyfil,ASSOC Piceene-Oplohor-Athyfil (ICH),SUBASS Sxw-Oplohor-Athyfil,,,ICH vk 1 /110
115,NewUnitstoPlace,,,,,,,,NewUnitsHemlockInterior,,ICH vk 1 /111
1221,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Piceene-Equiset (wet Cool moist/wet),SUBALL Thujpli-Abielas-Lysiame,Ws10 ASSOC Thujpli-Piceene-Lysiame,Ws10 ASSOC Thujpli-Piceene-Lysiame,,,ICH vk 1 /112
1262,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Oplohor-Mnium (rich seepage),SUBALL Tsughet-Thujpli-Oplohor (ICHvk zonals),ASSOC Thujpli-Tsughet-Oplohor-Athyfil,SUBASS CwHw-Oplohor-Athyfil(Abielas),,,ICH vk 2 /01
1200,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Tsughet-Vaccmem-Pleusch (dry poor),ALLIANCE Tsughet-Vaccmem-Pleusch (dry poor),ASSOC Tsughet-Pleusch-Racomit,SUBASS Hw-Pleusch-Racomit (typic),,,ICH vk 2 /02
1285,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)","ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)",ASSOC Tsughet-Piceene-Hylospl (ICHmm zonal),SUBASS HwCwSxw-Hylospl(typic),,,ICH vk 2 /03
1173,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Thujpli-Tsughet-Gymndry (moist/wet; vk, wk,wc",SUBALL Thujpli-Tsughet-Gymndry (wk zonals),"ASSOC Thujpli-Tsughet-Gymndry(ICHwk1,2 zonals)","ASSOC Thujpli-Tsughet-Gymndry(ICHwk1,2 zonals)",,,ICH vk 2 /04
1274,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Oplohor-Mnium (rich seepage),SUBALL Thujpli-Oplohor (warm),?ASSOC Thujpli-Oplohor-Mattstr,?ASSOC Thujpli-Oplohor-Mattstr,,,ICH vk 2 /05
1209,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Piceene-Equiset (wet Cool moist/wet),SUBALL Thujpli-Abielas-Lysiame,Ws10 ASSOC Thujpli-Piceene-Lysiame,Ws10 ASSOC Thujpli-Piceene-Lysiame,,,ICH vk 2 /06
,NewUnitstoPlace,,,,,,,,,,ICH vk 2 /07
,NewUnitstoPlace,,,,,,,,,,ICH vk 2 /08
,NewUnitstoPlace,,,,,,,,,,ICH vk 2 /09
,NewUnitstoPlace,,,,,,,,,,ICH vk 2 /10
1168,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Thujpli-Tsughet-Gymndry (moist/wet; vk, wk,wc",SUBALL Tsughet-Abielas-Gymndry (wc zonal),ASSOC Tsughet-Abielas-Gymndry,ASSOC Tsughet-Abielas-Gymndry,,,ICH wc   /01
1300,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Tsughet-Abielas-Hylospl,ALLIANCE Tsughet-Abielas-Hylospl,ASSOC Tsughet-Picexlu-Hylospl,SUBASS HwSxl-Hylospl(Dicrfus),,,ICH wc   /02
1301,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Tsughet-Abielas-Hylospl,ALLIANCE Tsughet-Abielas-Hylospl,ASSOC Tsughet-Picexlu-Hylospl,SUBASS HwSxl-Hylospl(typic),,,ICH wc   /03
1239,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Oplohor-Mnium (rich seepage),SUBALL  Tsughet-Oplohor (northern),ASSOC Tsughet-Oplohor (northern),SUBASS Hw-Oplohor(Menzfer),,,ICH wc   /04
1241,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Oplohor-Mnium (rich seepage),SUBALL  Tsughet-Oplohor (northern),ASSOC Tsughet-Oplohor (northern),SUBASS Hw-Oplohor(Dryoexp),,,ICH wc   /05
,NewUnitstoPlace,,,,,,,,,,ICH wc   /06
,NewUnitstoPlace,,,,,,,,,,ICH wc   /07
370,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Piceene-Equiset (wet all interior zones),SUBALL Sxw-Equiset-Gymndry(cooler/wetter),ASSOC SxlHw-Equiset-Gymndry (ICH-N),ASSOC SxlHw-Equiset-Gymndry (ICH-N),,,ICH wc   /08
,NewUnitstoPlace,,,,,,,,,,ICH wc   /09
,NewUnitstoPlace,,,,,,,,,,ICH wc   /10
,NewUnitstoPlace,,,,,,,,,,ICH wk 1 /01
,NewUnitstoPlace,,,,,,,,,,ICH wk 1 /02
,NewUnitstoPlace,,,,,,,,,,ICH wk 1 /03
,NewUnitstoPlace,,,,,,,,,,ICH wk 1 /04
,NewUnitstoPlace,,,,,,,,,,ICH wk 1 /05
,NewUnitstoPlace,,,,,,,,,,ICH wk 1 /06
,NewUnitstoPlace,,,,,,,,,,ICH wk 1 /07
,NewUnitstoPlace,,,,,,,,,,ICH wk 1 /08
1179,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Thujpli-Tsughet-Gymndry (moist/wet; vk, wk,wc",SUBALL Thujpli-Tsughet-Gymndry (wk zonals),"ASSOC Thujpli-Tsughet-Gymndry(ICHwk1,2 zonals)",SUBASS CwHw-Gymndry(typic),,,ICH wk 1 /101
1201,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Tsughet-Vaccmem-Pleusch (dry poor),ALLIANCE Tsughet-Vaccmem-Pleusch (dry poor),ASSOC Tsughet-Pleusch-Racomit,SUBASS Hw-Pleusch-Racomit (typic),,,ICH wk 1 /102
1287,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)","ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)",ASSOC Tsughet-Thujpli-Paximyr (ICHmw zonals),SUBASS HwCw-Paximyr(Fd),,,ICH wk 1 /103
1291,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)","ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)",ASSOC Tsughet-Thujpli-Paximyr (ICHmw zonals),SUBASS HwCw-Paximyr(Rhytrob) (mw4),,,ICH wk 1 /104
1259,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Oplohor-Mnium (rich seepage),SUBALL Tsughet-Thujpli-Oplohor (ICHvk zonals),ASSOC Thujpli-Tsughet-Oplohor-Athyfil,SUBASS CwHw-Oplohor-Athyfil(Brachyt),,,ICH wk 1 /110
385,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Abielas-Picea-Oplohor (Low ESSF and cold lower),SUBALL Abielas-Picea-Oplohor-Athyfil,ASSOC Piceene-Oplohor-Athyfil (ICH),SUBASS SeBl-Oplohor-Athyfil,,,ICH wk 1 /111
1226,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Piceene-Equiset (wet Cool moist/wet),SUBALL Thujpli-Tsughet-Equiset,Ws16 ASSOC Thujpli-Tsughet-Equiarv-Athyfil,Ws16 ASSOC Thujpli-Tsughet-Equiarv-Athyfil,,,ICH wk 1 /112
1205,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Piceene-Equiset (wet Cool moist/wet),SUBALL Thujpli-Abielas-Lysiame,Ws10 ASSOC Thujpli-Piceene-Lysiame,SUBASS Thujpli-Tsughet-Lysiame,,,ICH wk 1 /113
1182,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Thujpli-Tsughet-Gymndry (moist/wet; vk, wk,wc",SUBALL Thujpli-Tsughet-Gymndry (wk zonals),"ASSOC Thujpli-Tsughet-Gymndry(ICHwk1,2 zonals)",SUBASS CwHw-Gymndry(typic),,,ICH wk 2 /01
1198,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Tsughet-Vaccmem-Pleusch (dry poor),ALLIANCE Tsughet-Vaccmem-Pleusch (dry poor),ASSOC Tsughet-Pleusch-Racomit,SUBASS Hw-Pleusch-Racomit (typic),,,ICH wk 2 /02
1234,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Tsughet-Thujpli-Paximyr (ICHdw zonals),ALLIANCE Tsughet-Thujpli-Paximyr (ICHdw zonals),?ASSOC Tsughet-Thujpli-Junicom-Paximyr,?ASSOC Tsughet-Thujpli-Junicom-Paximyr,,,ICH wk 2 /03
1283,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)","ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)",ASSOC Tsughet-Piceene-Hylospl (ICHmm zonal),SUBASS HwCwSxw-Hylospl(typic),,,ICH wk 2 /04
411,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Piceene-Gymndry (cold air low elev),SUBALL SxwBl-Gymndry,ASSOC Sxw-Gymndry(Thujpli),ASSOC Sxw-Gymndry(Thujpli),,,ICH wk 2 /05
396,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Piceene-Gymndry (cold air low elev),SUBALL SxwBl-Gymndry-Pleusch,ASSOC Piceene-Loniinv-Gymndry,SUBASS Sx-Loniinv-Gymndry(Sambrac),,,ICH wk 2 /06
1254,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Oplohor-Mnium (rich seepage),SUBALL Tsughet-Thujpli-Oplohor (ICHvk zonals),ASSOC Thujpli-Tsughet-Oplohor-Athyfil,SUBASS CwHw-Oplohor-Athyfil(Brachyt),,,ICH wk 2 /07
1208,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Piceene-Equiset (wet Cool moist/wet),SUBALL Thujpli-Abielas-Lysiame,Ws10 ASSOC Thujpli-Piceene-Lysiame,Ws10 ASSOC Thujpli-Piceene-Lysiame,,,ICH wk 2 /08
,NewUnitstoPlace,,,,,,,,,,ICH wk 2 /09
,NewUnitstoPlace,,,,,,,,,,ICH wk 2 /10
1172,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Thujpli-Tsughet-Gymndry (moist/wet; vk, wk,wc",SUBALL Thujpli-Tsughet-Gymndry (wk zonals),"ASSOC Thujpli-Tsughet-Gymndry(ICHwk1,2 zonals)","ASSOC Thujpli-Tsughet-Gymndry(ICHwk1,2 zonals)",,,ICH wk 3 /01
1197,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Tsughet-Vaccmem-Pleusch (dry poor),ALLIANCE Tsughet-Vaccmem-Pleusch (dry poor),ASSOC Tsughet-Pleusch-Racomit,SUBASS Hw-Vaccmem-Pleusch(Menzfer),,,ICH wk 3 /02
1280,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)","ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)",ASSOC Tsughet-Piceene-Hylospl (ICHmm zonal),SUBASS HwSxw-Hylospl(Proshoo),,,ICH wk 3 /03
1281,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)","ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)",ASSOC Tsughet-Piceene-Hylospl (ICHmm zonal),SUBASS HwCwSxw-Hylospl(typic),,,ICH wk 3 /04
1263,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Oplohor-Mnium (rich seepage),SUBALL Tsughet-Thujpli-Oplohor (ICHvk zonals),ASSOC Thujpli-Tsughet-Oplohor-Athyfil,SUBASS CwHw-Oplohor-Athyfil(Abielas),,,ICH wk 3 /05
1266,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Oplohor-Mnium (rich seepage),SUBALL Thujpli-Piceene-Oplohor (mk cool),ASSOC Thujpli-Piceene-Oplohor-Equiset,ASSOC Thujpli-Piceene-Oplohor-Equiset,,,ICH wk 3 /06
1228,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Piceene-Equiset (wet Cool moist/wet),SUBALL Thujpli-Tsughet-Equiset,%ASSOC Tsughet-Equiset-Sphagnu,%ASSOC Tsughet-Equiset-Sphagnu,,,ICH wk 3 /07
,NewUnitstoPlace,,,,,,,,,,ICH wk 3 /08
,NewUnitstoPlace,,,,,,,,,,ICH wk 3 /09
,NewUnitstoPlace,,,,,,,,,,ICH wk 3 /10
,NewUnitstoPlace,,,,,,,,,,ICH wk 3 /11
1175,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Thujpli-Tsughet-Gymndry (moist/wet; vk, wk,wc",SUBALL Thujpli-Tsughet-Gymndry (wk zonals),"ASSOC Thujpli-Tsughet-Gymndry(ICHwk1,2 zonals)","ASSOC Thujpli-Tsughet-Gymndry(ICHwk1,2 zonals)",,,ICH wk 4 /01
,NewUnitstoPlace,,,,,,,,,,ICH wk 4 /02
17,NewUnitstoPlace,,,,,,,,NewUnitsInteriorSpruce,,ICH wk 4 /03
216,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Pleusch (SBS/MScool),NotenoughplotsSx,%SUBALL Piceene-Thujpli,%ASSOC Thujpli-Paximyr-Vaccovl,SUBASS Cw-Paximyr-Vaccovl(Vaccmyl),,,ICH wk 4 /04
1284,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),"ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)","ALLIANCE Tsughet-Thujpli-Hylospl(dm, mw, mm zonals)",ASSOC Tsughet-Piceene-Hylospl (ICHmm zonal),SUBASS HwCwSxw-Hylospl(typic),,,ICH wk 4 /05
20,NewUnitstoPlace,,,,,,,,NewUnitsInteriorSpruce,,ICH wk 4 /06
1261,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Tsughet-Abielas-Gymndry(rich and Northern moist/wet vc/wc zonals),ALLIANCE Thujpli-Oplohor-Mnium (rich seepage),SUBALL Tsughet-Thujpli-Oplohor (ICHvk zonals),ASSOC Thujpli-Tsughet-Oplohor-Athyfil,SUBASS CwHw-Oplohor-Athyfil(Abielas),,,ICH wk 4 /07
382,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Abielas-Picea-Oplohor (Low ESSF and cold lower),SUBALL Abielas-Picea-Oplohor-Athyfil,ASSOC Piceene-Oplohor-Athyfil (ICH),SUBASS Sxw-Oplohor-Athyfil,,,ICH wk 4 /08
,NewUnitstoPlace,,,,,,,,,,ICH wk 4 /10
1311,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Thujpli-Pseumen (No Hw ICHxw and xh),ALLIANCE Thujpli-Pseumen-Paximyr,ALLIANCE Thujpli-Pseumen-Paximyr,,,,ASSOC Thujpli-Pseumen-Spirluc-Paximyr(ICHxh),ICH xm 1 /101
1158,Formation ConiferForests,CLASS Pseumen1,ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ALLIANCE Pinupon-Pseuspi-Seladen (rock),ALLIANCE Pinupon-Pseuspi-Seladen (rock),,,,ASSOC Py(Fd)-Pensfru-Pseuspi,ICH xm 1 /102
1019,Formation ConiferForests,CLASS Pseumen1,ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB),SUBORDER Pseumen-Calarub (central concept),ALLIANCE Pseumen-Calarub (typic),SUBALL Pseumen-Pinupon-Calarub (IDFxx),,,,ASSOC FdPy-Berbaqu-Calarub,ICH xm 1 /103
,NewUnitstoPlace,,,,,,,,,,ICH xm 1 /104
